Entity,Code,Year,Pri_adj_Enroll_% – Lee-Lee (2016) (%)
New Zealand,NZL,1945,95.2
Reunion,REU,1945,95.3
Hungary,HUN,1945,95.4
Czech Republic,CZE,1945,97.9
Trinidad and Tobago,TTO,1945,98
Australia,AUS,1945,98.6
Iceland,ISL,1945,98.6
Norway,NOR,1945,99
Austria,AUT,1945,100
Belgium,BEL,1945,100
Belize,BLZ,1945,100
Bulgaria,BGR,1945,100
Denmark,DNK,1945,100
Finland,FIN,1945,100
France,FRA,1945,100
Guyana,GUY,1945,100
Japan,JPN,1945,100
Malta,MLT,1945,100
Philippines,PHL,1945,100
Russia,RUS,1945,100
Sweden,SWE,1945,100
Taiwan,TWN,1945,100
Thailand,THA,1945,100
United States,USA,1945,100
Niger,NER,1950,1.3
Afghanistan,AFG,1950,3.5
Nepal,NPL,1950,3.5
Mali,MLI,1950,3.6
Gambia,GMB,1950,7.1
Sierra Leone,SLE,1950,8.3
Senegal,SEN,1950,9.3
Cote d'Ivoire,CIV,1950,11.3
Yemen,YEM,1950,11.5
Benin,BEN,1950,12.8
Sudan,SDN,1950,14.1
Libya,LBY,1950,14.9
Liberia,LBR,1950,15.9
Morocco,MAR,1950,16
Mozambique,MOZ,1950,16.3
Togo,TGO,1950,18.2
Myanmar,MMR,1950,19.9
Iraq,IRQ,1950,20.5
Cambodia,KHM,1950,21.2
Algeria,DZA,1950,21.4
Pakistan,PAK,1950,21.8
Tunisia,TUN,1950,21.9
Ghana,GHA,1950,23.6
Iran,IRN,1950,24.2
Uganda,UGA,1950,25.9
Guatemala,GTM,1950,29.7
Cameroon,CMR,1950,30.6
Haiti,HTI,1950,30.6
Honduras,HND,1950,30.8
India,IND,1950,32.7
China,CHN,1950,32.9
Bangladesh,BGD,1950,33.5
Jordan,JOR,1950,34.5
Kenya,KEN,1950,34.7
Hong Kong,HKG,1950,35.9
Swaziland,SWZ,1950,36.5
Brazil,BRA,1950,37.8
Bolivia,BOL,1950,38.1
Nicaragua,NIC,1950,40.6
South Africa,ZAF,1950,40.8
Democratic Republic of Congo,COD,1950,41.2
El Salvador,SLV,1950,42.5
Indonesia,IDN,1950,42.7
Colombia,COL,1950,43.1
Egypt,EGY,1950,43.7
Zambia,ZMB,1950,43.8
Kuwait,KWT,1950,45
Dominican Republic,DOM,1950,52
Turkey,TUR,1950,57.5
Ecuador,ECU,1950,58.5
Lesotho,LSO,1950,59
Malawi,MWI,1950,60
Syria,SYR,1950,60
Mexico,MEX,1950,62.6
Spain,ESP,1950,63.5
Zimbabwe,ZWE,1950,66
Serbia,SRB,1950,66.3
Paraguay,PRY,1950,66.4
Malaysia,MYS,1950,67
Costa Rica,CRI,1950,68.5
Barbados,BRB,1950,68.8
Peru,PER,1950,68.8
Cuba,CUB,1950,70.1
Panama,PAN,1950,72
Sri Lanka,LKA,1950,75
Mauritius,MUS,1950,75.5
Portugal,PRT,1950,77.2
Romania,ROU,1950,78.8
Venezuela,VEN,1950,80
Argentina,ARG,1950,81.3
Uruguay,URY,1950,83.1
Switzerland,CHE,1950,84
Fiji,FJI,1950,85.2
Greece,GRC,1950,86.7
South Korea,KOR,1950,86.9
Netherlands,NLD,1950,88.6
Belgium,BEL,1950,92
Canada,CAN,1950,93.1
New Zealand,NZL,1950,95.4
Iceland,ISL,1950,95.7
Chile,CHL,1950,96
Australia,AUS,1950,98.1
Germany,DEU,1950,98.2
Italy,ITA,1950,98.6
Hungary,HUN,1950,99.4
Albania,ALB,1950,100
Austria,AUT,1950,100
Belize,BLZ,1950,100
Bulgaria,BGR,1950,100
Cyprus,CYP,1950,100
Czech Republic,CZE,1950,100
Denmark,DNK,1950,100
Finland,FIN,1950,100
France,FRA,1950,100
Guyana,GUY,1950,100
Ireland,IRL,1950,100
Jamaica,JAM,1950,100
Japan,JPN,1950,100
Luxembourg,LUX,1950,100
Malta,MLT,1950,100
Norway,NOR,1950,100
Philippines,PHL,1950,100
Poland,POL,1950,100
Reunion,REU,1950,100
Russia,RUS,1950,100
Sweden,SWE,1950,100
Taiwan,TWN,1950,100
Thailand,THA,1950,100
Trinidad and Tobago,TTO,1950,100
United Kingdom,GBR,1950,100
United States,USA,1950,100
Niger,NER,1955,2.6
Afghanistan,AFG,1955,4.7
Nepal,NPL,1955,4.7
Mali,MLI,1955,4.9
Gambia,GMB,1955,10
Sierra Leone,SLE,1955,10.7
Sudan,SDN,1955,14
Cote d'Ivoire,CIV,1955,14.1
Senegal,SEN,1955,14.7
Benin,BEN,1955,16.7
Liberia,LBR,1955,19.2
Yemen,YEM,1955,20.2
Togo,TGO,1955,22.5
Morocco,MAR,1955,24.4
Mozambique,MOZ,1955,24.6
Algeria,DZA,1955,25.6
Iran,IRN,1955,26.2
Pakistan,PAK,1955,27.2
Libya,LBY,1955,28.7
Hong Kong,HKG,1955,29.4
Iraq,IRQ,1955,30
Tunisia,TUN,1955,30.8
Uganda,UGA,1955,34.9
Guatemala,GTM,1955,35.1
Kenya,KEN,1955,36.8
Bangladesh,BGD,1955,37.2
Haiti,HTI,1955,38.2
Egypt,EGY,1955,39.7
South Africa,ZAF,1955,39.9
India,IND,1955,40.9
Ghana,GHA,1955,43.9
Brazil,BRA,1955,44.5
Honduras,HND,1955,44.8
Cameroon,CMR,1955,45.2
Democratic Republic of Congo,COD,1955,46.3
Zambia,ZMB,1955,46.5
Swaziland,SWZ,1955,48.9
El Salvador,SLV,1955,50.5
Cambodia,KHM,1955,51.9
Nicaragua,NIC,1955,52.2
Malaysia,MYS,1955,52.3
Bolivia,BOL,1955,53.3
Myanmar,MMR,1955,54.6
Syria,SYR,1955,55
Colombia,COL,1955,55.7
China,CHN,1955,56.4
Indonesia,IDN,1955,57.5
Malawi,MWI,1955,58.1
Turkey,TUR,1955,60.1
Lesotho,LSO,1955,63
Kuwait,KWT,1955,64.6
Romania,ROU,1955,64.7
Jordan,JOR,1955,65.3
Peru,PER,1955,66.2
Ecuador,ECU,1955,68.1
Barbados,BRB,1955,69
Cuba,CUB,1955,71.7
Sri Lanka,LKA,1955,72.5
Mexico,MEX,1955,73.1
Serbia,SRB,1955,75.3
Germany,DEU,1955,77.6
Panama,PAN,1955,78.6
Spain,ESP,1955,78.7
Greece,GRC,1955,79.8
Zimbabwe,ZWE,1955,80.4
Belgium,BEL,1955,81.3
Paraguay,PRY,1955,82
Dominican Republic,DOM,1955,84.5
Uruguay,URY,1955,85.1
Argentina,ARG,1955,86.8
Switzerland,CHE,1955,87.2
Russia,RUS,1955,87.5
Fiji,FJI,1955,87.6
Venezuela,VEN,1955,87.6
Netherlands,NLD,1955,88
Costa Rica,CRI,1955,88.1
South Korea,KOR,1955,88.5
Poland,POL,1955,90.6
Mauritius,MUS,1955,91.9
Italy,ITA,1955,92.7
Portugal,PRT,1955,92.7
Luxembourg,LUX,1955,93.2
Hungary,HUN,1955,93.4
New Zealand,NZL,1955,94.4
Canada,CAN,1955,96.3
Albania,ALB,1955,100
Australia,AUS,1955,100
Austria,AUT,1955,100
Belize,BLZ,1955,100
Bulgaria,BGR,1955,100
Chile,CHL,1955,100
Cyprus,CYP,1955,100
Czech Republic,CZE,1955,100
Denmark,DNK,1955,100
Finland,FIN,1955,100
France,FRA,1955,100
Guyana,GUY,1955,100
Iceland,ISL,1955,100
Ireland,IRL,1955,100
Jamaica,JAM,1955,100
Japan,JPN,1955,100
Malta,MLT,1955,100
Norway,NOR,1955,100
Philippines,PHL,1955,100
Reunion,REU,1955,100
Sweden,SWE,1955,100
Taiwan,TWN,1955,100
Thailand,THA,1955,100
Trinidad and Tobago,TTO,1955,100
United Kingdom,GBR,1955,100
United States,USA,1955,100
Niger,NER,1960,4.2
Yemen,YEM,1960,6
Mali,MLI,1960,6.7
Nepal,NPL,1960,7.1
Afghanistan,AFG,1960,7.3
Gambia,GMB,1960,10
Cote d'Ivoire,CIV,1960,17.5
Sierra Leone,SLE,1960,19.5
Senegal,SEN,1960,19.8
Benin,BEN,1960,20.6
Pakistan,PAK,1960,22
Haiti,HTI,1960,22.7
Sudan,SDN,1960,24.5
Liberia,LBR,1960,27.6
Morocco,MAR,1960,30.5
Togo,TGO,1960,32.8
Ghana,GHA,1960,33
Iran,IRN,1960,34
Mozambique,MOZ,1960,36.3
Algeria,DZA,1960,38.1
Myanmar,MMR,1960,38.6
Guatemala,GTM,1960,38.7
Uganda,UGA,1960,39
Bangladesh,BGD,1960,40.9
Kenya,KEN,1960,41.6
Swaziland,SWZ,1960,42.7
Democratic Republic of Congo,COD,1960,43
Cameroon,CMR,1960,44.3
Libya,LBY,1960,45.2
Zambia,ZMB,1960,47
India,IND,1960,47.6
Iraq,IRQ,1960,48
Malawi,MWI,1960,48.3
Tunisia,TUN,1960,50.2
Dominican Republic,DOM,1960,53.7
Cambodia,KHM,1960,54.2
Turkey,TUR,1960,54.3
Peru,PER,1960,54.5
Bolivia,BOL,1960,55
Kuwait,KWT,1960,55
Syria,SYR,1960,55.8
Honduras,HND,1960,58
Mexico,MEX,1960,58.3
Colombia,COL,1960,59
Hong Kong,HKG,1960,59
Indonesia,IDN,1960,59.4
El Salvador,SLV,1960,59.5
Egypt,EGY,1960,60
Lesotho,LSO,1960,60
South Africa,ZAF,1960,60.2
Nicaragua,NIC,1960,62.2
Cuba,CUB,1960,66.2
Ecuador,ECU,1960,66.6
Sri Lanka,LKA,1960,67.4
China,CHN,1960,68.2
Jordan,JOR,1960,68.9
Reunion,REU,1960,69.5
Canada,CAN,1960,73
Fiji,FJI,1960,73.9
Zimbabwe,ZWE,1960,74.4
Ireland,IRL,1960,75.4
Malta,MLT,1960,76
Brazil,BRA,1960,76.6
Albania,ALB,1960,76.7
Mauritius,MUS,1960,76.7
New Zealand,NZL,1960,77
Paraguay,PRY,1960,79.7
Costa Rica,CRI,1960,81
Panama,PAN,1960,81
Venezuela,VEN,1960,81
Spain,ESP,1960,81.3
Australia,AUS,1960,81.5
Romania,ROU,1960,83.1
Uruguay,URY,1960,83.8
Philippines,PHL,1960,84.1
Jamaica,JAM,1960,85.4
South Korea,KOR,1960,85.8
United Kingdom,GBR,1960,86.7
Serbia,SRB,1960,87
Trinidad and Tobago,TTO,1960,87
Norway,NOR,1960,87.7
Argentina,ARG,1960,89
Czech Republic,CZE,1960,89.3
Thailand,THA,1960,90
Austria,AUT,1960,91
Greece,GRC,1960,91.8
Poland,POL,1960,92.2
Russia,RUS,1960,92.2
Bulgaria,BGR,1960,93
Sweden,SWE,1960,94
Taiwan,TWN,1960,94.1
Cyprus,CYP,1960,94.2
Chile,CHL,1960,94.7
Guyana,GUY,1960,95
Netherlands,NLD,1960,95.7
Malaysia,MYS,1960,96
Barbados,BRB,1960,96.4
Finland,FIN,1960,97
France,FRA,1960,97
Hungary,HUN,1960,99
Portugal,PRT,1960,99
Belgium,BEL,1960,100
Belize,BLZ,1960,100
Denmark,DNK,1960,100
Germany,DEU,1960,100
Iceland,ISL,1960,100
Italy,ITA,1960,100
Japan,JPN,1960,100
Luxembourg,LUX,1960,100
Switzerland,CHE,1960,100
United States,USA,1960,100
Yemen,YEM,1965,6.8
Niger,NER,1965,9.4
Afghanistan,AFG,1965,12.9
Nepal,NPL,1965,14.2
Mali,MLI,1965,16
Gambia,GMB,1965,19
Cote d'Ivoire,CIV,1965,21.6
Haiti,HTI,1965,24.6
Sierra Leone,SLE,1965,24.6
Benin,BEN,1965,26
Mozambique,MOZ,1965,28
Sudan,SDN,1965,28.4
Senegal,SEN,1965,29.3
Malawi,MWI,1965,31.7
Pakistan,PAK,1965,33
Liberia,LBR,1965,36.5
Morocco,MAR,1965,37
Iran,IRN,1965,38.3
Togo,TGO,1965,41.1
Bangladesh,BGD,1965,42.6
Guatemala,GTM,1965,43
Dominican Republic,DOM,1965,47.7
Kenya,KEN,1965,47.7
Myanmar,MMR,1965,49
Zambia,ZMB,1965,49.7
Democratic Republic of Congo,COD,1965,50.1
Kuwait,KWT,1965,52
Uganda,UGA,1965,53.3
Swaziland,SWZ,1965,54.4
Algeria,DZA,1965,56.3
Cambodia,KHM,1965,56.5
India,IND,1965,57.8
Libya,LBY,1965,57.9
Iraq,IRQ,1965,58
Ghana,GHA,1965,59.9
Indonesia,IDN,1965,60.3
South Africa,ZAF,1965,60.9
El Salvador,SLV,1965,61
Bolivia,BOL,1965,62.7
Cameroon,CMR,1965,64
Colombia,COL,1965,64
Nicaragua,NIC,1965,65
Peru,PER,1965,65
Sri Lanka,LKA,1965,66
Mexico,MEX,1965,67
Syria,SYR,1965,67
Honduras,HND,1965,68
Lesotho,LSO,1965,68
China,CHN,1965,68.2
Canada,CAN,1965,69
Egypt,EGY,1965,69
Tunisia,TUN,1965,69.2
Thailand,THA,1965,71
Ecuador,ECU,1965,73
Turkey,TUR,1965,73.1
Fiji,FJI,1965,73.9
Ireland,IRL,1965,74
Venezuela,VEN,1965,76
Portugal,PRT,1965,77
New Zealand,NZL,1965,78
Reunion,REU,1965,78.2
Australia,AUS,1965,78.3
Malta,MLT,1965,79
Mauritius,MUS,1965,79
Uruguay,URY,1965,80
Switzerland,CHE,1965,80.1
Hong Kong,HKG,1965,81
Germany,DEU,1965,82.8
Paraguay,PRY,1965,83
Albania,ALB,1965,83.7
Cyprus,CYP,1965,84
Serbia,SRB,1965,84
Jordan,JOR,1965,85
Panama,PAN,1965,85
Spain,ESP,1965,85
Zimbabwe,ZWE,1965,85.3
Romania,ROU,1965,86.5
United Kingdom,GBR,1965,86.7
Brazil,BRA,1965,87.1
Poland,POL,1965,88
Costa Rica,CRI,1965,89
Malaysia,MYS,1965,90
Argentina,ARG,1965,92
Austria,AUT,1965,92
Finland,FIN,1965,92
South Korea,KOR,1965,92.2
Sweden,SWE,1965,93.4
Netherlands,NLD,1965,94.8
Czech Republic,CZE,1965,95
Taiwan,TWN,1965,95.1
United States,USA,1965,95.9
Trinidad and Tobago,TTO,1965,96
Hungary,HUN,1965,97
Iceland,ISL,1965,97
Russia,RUS,1965,97
Denmark,DNK,1965,98
France,FRA,1965,98
Barbados,BRB,1965,98.1
Guyana,GUY,1965,98.5
Greece,GRC,1965,99
Belgium,BEL,1965,100
Belize,BLZ,1965,100
Bulgaria,BGR,1965,100
Chile,CHL,1965,100
Cuba,CUB,1965,100
Italy,ITA,1965,100
Jamaica,JAM,1965,100
Japan,JPN,1965,100
Luxembourg,LUX,1965,100
Norway,NOR,1965,100
Philippines,PHL,1965,100
Yemen,YEM,1970,9
Niger,NER,1970,11.9
Mali,MLI,1970,15
Afghanistan,AFG,1970,17
Nepal,NPL,1970,18.4
Gambia,GMB,1970,21
Haiti,HTI,1970,24.6
Cote d'Ivoire,CIV,1970,26.2
Benin,BEN,1970,28.2
Sierra Leone,SLE,1970,28.9
Senegal,SEN,1970,30
Uganda,UGA,1970,30.2
Mozambique,MOZ,1970,31.2
Malawi,MWI,1970,32.5
Pakistan,PAK,1970,33
Sudan,SDN,1970,37.2
Morocco,MAR,1970,40
Bangladesh,BGD,1970,47
Guatemala,GTM,1970,48
Liberia,LBR,1970,49.8
Kenya,KEN,1970,51.3
Togo,TGO,1970,53
Dominican Republic,DOM,1970,54.8
Iraq,IRQ,1970,55
Ghana,GHA,1970,55.6
India,IND,1970,57
Zimbabwe,ZWE,1970,57.4
Cambodia,KHM,1970,58.9
Iran,IRN,1970,60
Kuwait,KWT,1970,61
Brazil,BRA,1970,62
Algeria,DZA,1970,62.9
Democratic Republic of Congo,COD,1970,63
Myanmar,MMR,1970,63
Cameroon,CMR,1970,64
Swaziland,SWZ,1970,64
Nicaragua,NIC,1970,65
Bolivia,BOL,1970,65.3
Egypt,EGY,1970,67
El Salvador,SLV,1970,67
Indonesia,IDN,1970,67
South Africa,ZAF,1970,67
Lesotho,LSO,1970,68
China,CHN,1970,68.2
Colombia,COL,1970,69.2
Syria,SYR,1970,70
Mauritius,MUS,1970,72.8
Honduras,HND,1970,73.1
Thailand,THA,1970,75.6
Tunisia,TUN,1970,76
Peru,PER,1970,77
Venezuela,VEN,1970,77
Cyprus,CYP,1970,77.7
Reunion,REU,1970,77.8
Serbia,SRB,1970,78
Switzerland,CHE,1970,78.3
Ecuador,ECU,1970,79
Panama,PAN,1970,79
Jordan,JOR,1970,79.6
Turkey,TUR,1970,79.7
Zambia,ZMB,1970,80.7
Mexico,MEX,1970,81
Germany,DEU,1970,82.8
Portugal,PRT,1970,83
Guyana,GUY,1970,87
Hong Kong,HKG,1970,87
Malaysia,MYS,1970,87
Trinidad and Tobago,TTO,1970,87
Malta,MLT,1970,88
Costa Rica,CRI,1970,89
Norway,NOR,1970,89
Paraguay,PRY,1970,89
Libya,LBY,1970,90.1
Australia,AUS,1970,91
Barbados,BRB,1970,91
Fiji,FJI,1970,91.3
Austria,AUT,1970,92
Canada,CAN,1970,92
Ireland,IRL,1970,92
Sweden,SWE,1970,92.7
Uruguay,URY,1970,92.7
Chile,CHL,1970,93
Netherlands,NLD,1970,93
Czech Republic,CZE,1970,93.1
Luxembourg,LUX,1970,93.3
Hungary,HUN,1970,94
South Korea,KOR,1970,94
Spain,ESP,1970,94
Albania,ALB,1970,95
Poland,POL,1970,95
Romania,ROU,1970,95
Philippines,PHL,1970,95.7
United States,USA,1970,95.9
Argentina,ARG,1970,96
Belgium,BEL,1970,96
Denmark,DNK,1970,96
Iceland,ISL,1970,96
Taiwan,TWN,1970,96
Sri Lanka,LKA,1970,96.1
Greece,GRC,1970,97
France,FRA,1970,98
United Kingdom,GBR,1970,98
Japan,JPN,1970,99
Belize,BLZ,1970,100
Bulgaria,BGR,1970,100
Cuba,CUB,1970,100
Finland,FIN,1970,100
Italy,ITA,1970,100
Jamaica,JAM,1970,100
New Zealand,NZL,1970,100
Russia,RUS,1970,100
Niger,NER,1975,17
Mali,MLI,1975,18
Afghanistan,AFG,1975,21
Gambia,GMB,1975,21
Yemen,YEM,1975,21.8
Haiti,HTI,1975,29.6
Senegal,SEN,1975,30
Cote d'Ivoire,CIV,1975,31.5
Sierra Leone,SLE,1975,33.2
Uganda,UGA,1975,35
Nepal,NPL,1975,36.2
Pakistan,PAK,1975,38
Benin,BEN,1975,39.2
Malawi,MWI,1975,40
Sudan,SDN,1975,46.5
Morocco,MAR,1975,47
Mozambique,MOZ,1975,49.8
Guatemala,GTM,1975,53
Liberia,LBR,1975,55.2
Zimbabwe,ZWE,1975,56.6
Dominican Republic,DOM,1975,57
Bangladesh,BGD,1975,61
Cambodia,KHM,1975,61.2
Ghana,GHA,1975,61.7
India,IND,1975,61.7
Democratic Republic of Congo,COD,1975,63
Myanmar,MMR,1975,64
Nicaragua,NIC,1975,65
Lesotho,LSO,1975,66
El Salvador,SLV,1975,67.4
South Africa,ZAF,1975,67.7
Kuwait,KWT,1975,68
Cameroon,CMR,1975,69
Brazil,BRA,1975,71
Egypt,EGY,1975,72
Indonesia,IDN,1975,72
United States,USA,1975,72
Togo,TGO,1975,72.5
Bolivia,BOL,1975,73
Honduras,HND,1975,73
Swaziland,SWZ,1975,74
Sri Lanka,LKA,1975,74.8
Colombia,COL,1975,75.6
Thailand,THA,1975,75.6
Tunisia,TUN,1975,75.9
Reunion,REU,1975,76.7
Algeria,DZA,1975,77
Iran,IRN,1975,77.6
Ecuador,ECU,1975,78
Turkey,TUR,1975,78.2
Jordan,JOR,1975,78.7
Iraq,IRQ,1975,79
Serbia,SRB,1975,79
Venezuela,VEN,1975,81
Mauritius,MUS,1975,82
Zambia,ZMB,1975,83
Peru,PER,1975,83.3
Guyana,GUY,1975,84
Kenya,KEN,1975,84
Malta,MLT,1975,84
Switzerland,CHE,1975,84.7
Paraguay,PRY,1975,85
Panama,PAN,1975,87
Portugal,PRT,1975,87
Syria,SYR,1975,87
Trinidad and Tobago,TTO,1975,87
Mexico,MEX,1975,87.6
Germany,DEU,1975,88
Uruguay,URY,1975,88.5
Austria,AUT,1975,89
Jamaica,JAM,1975,90
Canada,CAN,1975,90.6
Romania,ROU,1975,90.7
Ireland,IRL,1975,91
Malaysia,MYS,1975,91
Netherlands,NLD,1975,91
Costa Rica,CRI,1975,92
Hong Kong,HKG,1975,92
Luxembourg,LUX,1975,92
Cyprus,CYP,1975,93
Czech Republic,CZE,1975,94.1
Philippines,PHL,1975,95
Argentina,ARG,1975,96
Australia,AUS,1975,96
Bulgaria,BGR,1975,96
Chile,CHL,1975,96
Poland,POL,1975,96
Russia,RUS,1975,96
Hungary,HUN,1975,96.4
Belgium,BEL,1975,96.5
China,CHN,1975,96.5
Greece,GRC,1975,97
Taiwan,TWN,1975,97
France,FRA,1975,98
Italy,ITA,1975,98
United Kingdom,GBR,1975,98
Iceland,ISL,1975,99
Japan,JPN,1975,99
South Korea,KOR,1975,99
Albania,ALB,1975,100
Barbados,BRB,1975,100
Belize,BLZ,1975,100
Cuba,CUB,1975,100
Denmark,DNK,1975,100
Fiji,FJI,1975,100
Finland,FIN,1975,100
Libya,LBY,1975,100
New Zealand,NZL,1975,100
Norway,NOR,1975,100
Spain,ESP,1975,100
Sweden,SWE,1975,100
Mali,MLI,1980,17
Niger,NER,1980,21
Afghanistan,AFG,1980,29
Haiti,HTI,1980,33
Yemen,YEM,1980,35.2
Pakistan,PAK,1980,35.5
Mozambique,MOZ,1980,36
Senegal,SEN,1980,37
Cote d'Ivoire,CIV,1980,37.3
Sierra Leone,SLE,1980,38.2
Uganda,UGA,1980,39
Malawi,MWI,1980,44
Gambia,GMB,1980,50
Sudan,SDN,1980,50
Benin,BEN,1980,50.2
Bangladesh,BGD,1980,53.8
Guatemala,GTM,1980,58
Morocco,MAR,1980,58
Nepal,NPL,1980,58.8
Dominican Republic,DOM,1980,62.5
India,IND,1980,63.2
Ghana,GHA,1980,63.4
Cambodia,KHM,1980,63.5
Lesotho,LSO,1980,66
El Salvador,SLV,1980,66.5
Democratic Republic of Congo,COD,1980,66.9
Liberia,LBR,1980,67.6
South Africa,ZAF,1980,67.7
Zimbabwe,ZWE,1980,68.2
Turkey,TUR,1980,70.2
Myanmar,MMR,1980,72.8
Iran,IRN,1980,73.7
Nicaragua,NIC,1980,74
Cameroon,CMR,1980,75.4
Honduras,HND,1980,76
Bolivia,BOL,1980,77
Luxembourg,LUX,1980,78.3
Reunion,REU,1980,78.8
Serbia,SRB,1980,80
China,CHN,1980,80.4
Algeria,DZA,1980,81
Brazil,BRA,1980,81
Egypt,EGY,1980,81.9
Germany,DEU,1980,82
Colombia,COL,1980,82.1
Swaziland,SWZ,1980,83
Tunisia,TUN,1980,83
Zambia,ZMB,1980,84
Kuwait,KWT,1980,85
Kenya,KEN,1980,86
Peru,PER,1980,86
Venezuela,VEN,1980,86
Ecuador,ECU,1980,86.2
Romania,ROU,1980,86.5
Austria,AUT,1980,87
Malta,MLT,1980,87
Paraguay,PRY,1980,87
Uruguay,URY,1980,87.7
Indonesia,IDN,1980,88
Panama,PAN,1980,88
Trinidad and Tobago,TTO,1980,88
Guyana,GUY,1980,88.4
Togo,TGO,1980,88.4
Costa Rica,CRI,1980,90
Ireland,IRL,1980,90
Thailand,THA,1980,90.1
Czech Republic,CZE,1980,90.2
Argentina,ARG,1980,90.6
Syria,SYR,1980,91
Switzerland,CHE,1980,92.1
Cyprus,CYP,1980,93
Jordan,JOR,1980,93
Mauritius,MUS,1980,93
Netherlands,NLD,1980,93
Canada,CAN,1980,93.8
Jamaica,JAM,1980,94
Philippines,PHL,1980,94
United States,USA,1980,94
Hong Kong,HKG,1980,95
Hungary,HUN,1980,95
Malaysia,MYS,1980,95
Sri Lanka,LKA,1980,95.1
Barbados,BRB,1980,96
Bulgaria,BGR,1980,96
Denmark,DNK,1980,96
Finland,FIN,1980,96
Greece,GRC,1980,96
United Kingdom,GBR,1980,96
Sweden,SWE,1980,96.4
Italy,ITA,1980,96.7
Belgium,BEL,1980,97
Portugal,PRT,1980,97
Cuba,CUB,1980,98
Iceland,ISL,1980,98
Norway,NOR,1980,98
Poland,POL,1980,98
Taiwan,TWN,1980,98
Chile,CHL,1980,98.1
Mexico,MEX,1980,99.3
Albania,ALB,1980,100
Australia,AUS,1980,100
Belize,BLZ,1980,100
Fiji,FJI,1980,100
France,FRA,1980,100
Iraq,IRQ,1980,100
Japan,JPN,1980,100
Libya,LBY,1980,100
New Zealand,NZL,1980,100
Russia,RUS,1980,100
South Korea,KOR,1980,100
Spain,ESP,1980,100
Afghanistan,AFG,1985,15
Mali,MLI,1985,15
Niger,NER,1985,27
Liberia,LBR,1985,35.6
Pakistan,PAK,1985,37.1
Cote d'Ivoire,CIV,1985,43.6
Haiti,HTI,1985,44
Senegal,SEN,1985,44
Malawi,MWI,1985,46
Mozambique,MOZ,1985,49
Sudan,SDN,1985,50
Benin,BEN,1985,51
Sierra Leone,SLE,1985,51.8
Yemen,YEM,1985,52.5
Bangladesh,BGD,1985,54
Uganda,UGA,1985,55.7
Nepal,NPL,1985,56
Ghana,GHA,1985,57.3
El Salvador,SLV,1985,62.9
Democratic Republic of Congo,COD,1985,63.7
Guatemala,GTM,1985,63.9
Morocco,MAR,1985,64
Cambodia,KHM,1985,65.9
Togo,TGO,1985,67
Dominican Republic,DOM,1985,68
Gambia,GMB,1985,68
South Africa,ZAF,1985,68.4
Lesotho,LSO,1985,72
Colombia,COL,1985,75
India,IND,1985,75
Nicaragua,NIC,1985,76
Luxembourg,LUX,1985,76.7
Kenya,KEN,1985,77.7
Serbia,SRB,1985,78
Bolivia,BOL,1985,79
Cameroon,CMR,1985,79
Myanmar,MMR,1985,79.2
Germany,DEU,1985,81
Ireland,IRL,1985,81
Brazil,BRA,1985,82
Reunion,REU,1985,83
Romania,ROU,1985,83.1
Egypt,EGY,1985,83.8
Turkey,TUR,1985,84
Kuwait,KWT,1985,85
Swaziland,SWZ,1985,85
Algeria,DZA,1985,86
Austria,AUT,1985,86
Iraq,IRQ,1985,86
Paraguay,PRY,1985,86
Venezuela,VEN,1985,86
Libya,LBY,1985,86.2
Costa Rica,CRI,1985,87
Ecuador,ECU,1985,87
Honduras,HND,1985,87
Zambia,ZMB,1985,87
Cyprus,CYP,1985,88
Thailand,THA,1985,88.3
Malta,MLT,1985,89
Panama,PAN,1985,89
Trinidad and Tobago,TTO,1985,90
Uruguay,URY,1985,91
Guyana,GUY,1985,91.1
Jordan,JOR,1985,91.6
Portugal,PRT,1985,91.7
Iran,IRN,1985,92
Switzerland,CHE,1985,92.1
South Korea,KOR,1985,93
Albania,ALB,1985,93.6
Jamaica,JAM,1985,93.7
Belgium,BEL,1985,94
Chile,CHL,1985,94.1
Barbados,BRB,1985,94.8
China,CHN,1985,95
Cuba,CUB,1985,95
Hong Kong,HKG,1985,95
Philippines,PHL,1985,95
Tunisia,TUN,1985,95
United States,USA,1985,96
Australia,AUS,1985,97
Bulgaria,BGR,1985,97
Canada,CAN,1985,97
Czech Republic,CZE,1985,97
Hungary,HUN,1985,97
Iceland,ISL,1985,97
Italy,ITA,1985,97
Mauritius,MUS,1985,97
Norway,NOR,1985,97
Peru,PER,1985,97
Syria,SYR,1985,97
United Kingdom,GBR,1985,97
Sweden,SWE,1985,97.7
Argentina,ARG,1985,97.8
Denmark,DNK,1985,98
France,FRA,1985,98
Mexico,MEX,1985,98
Spain,ESP,1985,98
Taiwan,TWN,1985,98
Greece,GRC,1985,98.8
Indonesia,IDN,1985,99
Malaysia,MYS,1985,99
Poland,POL,1985,99
Belize,BLZ,1985,100
Fiji,FJI,1985,100
Finland,FIN,1985,100
Japan,JPN,1985,100
Netherlands,NLD,1985,100
New Zealand,NZL,1985,100
Russia,RUS,1985,100
Sri Lanka,LKA,1985,100
Zimbabwe,ZWE,1985,100
Mali,MLI,1990,19
Afghanistan,AFG,1990,19.4
Niger,NER,1990,25
Haiti,HTI,1990,26
Pakistan,PAK,1990,38
Sierra Leone,SLE,1990,40.8
Mozambique,MOZ,1990,44
